time,volume
1275,185386.31272593504
1280,185386.31272593504
1285,185386.31272593504
1290,185386.31272593504
1295,185386.31272593504
1300,185386.31272593504
1305,185386.31272593504
1310,185386.31272593504
1315,185386.31272593504
1320,167041.45560680333
1325,159122.23329503572
1330,151213.4237284489
1335,143301.6990529591
1340,135375.82442310016
1345,127462.91334520484
1350,127462.91334520484
1355,127462.91334520484
1360,127462.91334520484
1365,127462.91334520484
1370,127462.91334520484
1375,127462.91334520484
1380,127462.91334520484
1385,127462.91334520484
1390,127462.91334520484
1395,127462.91334520484
1400,127462.91334520484
1405,127462.91334520484
1410,127462.91334520484
1415,127462.91334520484
1420,127462.91334520484
1425,127462.91334520484
1430,127462.91334520484
1435,127462.91334520484
1440,127462.91334520484
1445,127462.91334520484
1450,127462.91334520484
1455,127462.91334520484
1460,127462.91334520484
1465,127462.91334520484
1470,127462.91334520484
1475,127462.91334520484
1480,127462.91334520484
1485,127462.91334520484
1490,127462.91334520484
1495,127462.91334520484
1500,127462.91334520484
1505,127462.91334520484
1510,127462.91334520484
1515,127462.91334520484
1520,127462.91334520484
1525,127462.91334520484
1530,127462.91334520484
1535,127462.91334520484
1540,127462.91334520484
1545,127462.91334520484
1550,127462.91334520484
1555,127462.91334520484
1560,127462.91334520484
1565,127462.91334520484
1570,127462.91334520484
1575,127462.91334520484
1580,127462.91334520484
1585,664303.1555514768
1590,637979.2863919651
1595,611650.1363305533
1600,585332.5463541965
1605,559009.6011130072
1610,532689.7336618094
1615,506379.2130948861
1620,480052.8870005676
1625,453733.8577492785
1630,453733.8577492785
1635,453733.8577492785
1640,453733.8577492785
1645,453733.8577492785
1650,453733.8577492785
1655,453733.8577492785
1660,453733.8577492785
1665,453733.8577492785
1670,453733.8577492785
1675,453733.8577492785
1680,453733.8577492785
1685,453733.8577492785
1690,453733.8577492785
1695,453733.8577492785
1700,453733.8577492785
1705,453733.8577492785
1710,453733.8577492785
1715,453733.8577492785
1720,453733.8577492785
1725,453733.8577492785
1730,453733.8577492785
1735,453733.8577492785
1740,453733.8577492785
1745,453733.8577492785
1750,453733.8577492785
1755,453733.8577492785
1760,453733.8577492785
1765,453733.8577492785
1770,453733.8577492785
1775,453733.8577492785
1780,453733.8577492785
1785,453733.8577492785
1790,453733.8577492785
1795,453733.8577492785
1800,453733.8577492785
1805,453733.8577492785
1810,453733.8577492785
1815,453733.8577492785
1820,453733.8577492785
1825,453733.8577492785
1830,453733.8577492785
1835,453733.8577492785
1840,453733.8577492785
1845,453733.8577492785
1850,453733.8577492785
1855,453733.8577492785
1860,453733.8577492785
1865,354879.0166584346
1870,327507.49855894037
1875,300121.83605220844
1880,272751.88430497155
1885,245367.77760000614
1890,217993.5326173745
1895,190609.765846843
1900,190609.765846843
1905,190609.765846843
1910,190609.765846843
1915,190609.765846843
1920,190609.765846843
1925,190609.765846843
1930,190609.765846843
1935,190609.765846843
1940,190609.765846843
1945,190609.765846843
1950,190609.765846843
1955,190609.765846843
1960,190609.765846843
1965,190609.765846843
1970,190609.765846843
1975,190609.765846843
1980,190609.765846843
1985,190609.765846843
1990,190609.765846843
1995,190609.765846843
2000,190609.765846843
2005,190609.765846843
2010,190609.765846843
2015,167029.55471292516
2020,155835.08530698085
2025,144637.70190075226
2030,133438.3792028196
2035,122245.65948293955
2040,111047.09938516337
2045,111047.09938516337
2050,111047.09938516337
2055,111047.09938516337
2060,111047.09938516337
2065,111047.09938516337
2070,111047.09938516337
2075,111047.09938516337
2080,111047.09938516337
2085,111047.09938516337
2090,111047.09938516337
2095,111047.09938516337
2100,111047.09938516337
2105,111047.09938516337
2110,111047.09938516337
2115,111047.09938516337
2120,111047.09938516337
2125,111047.09938516337
2130,111047.09938516337
2135,111047.09938516337
2140,111047.09938516337
2145,111047.09938516337
2150,111047.09938516337
2155,111047.09938516337
2160,111047.09938516337
2165,111047.09938516337
2170,111047.09938516337
2175,111047.09938516337
2180,111047.09938516337
2185,111047.09938516337
2190,111047.09938516337
2195,111047.09938516337
2200,111047.09938516337
2205,111047.09938516337
2210,111047.09938516337
2215,111047.09938516337
2220,95780.10784034141
2225,57379.09380112417
2230,57379.09380112417
2235,57379.09380112417
2240,57379.09380112417
2245,57379.09380112417
2250,57379.09380112417
2255,57379.09380112417
2260,57379.09380112417
2265,57379.09380112417
2270,57379.09380112417
2275,57379.09380112417
2280,57379.09380112417
2285,57379.09380112417
2290,57379.09380112417
2295,57379.09380112417
2300,57379.09380112417
2305,57379.09380112417
2310,57379.09380112417
2315,57379.09380112417
2320,57379.09380112417
2325,57379.09380112417
2330,57379.09380112417
2335,57379.09380112417
2340,57379.09380112417
2345,891634.2902616516
2350,801588.4327005647
2355,801588.4327005647
2360,801588.4327005647
2365,801588.4327005647
2370,801588.4327005647
2375,801588.4327005647
2380,801588.4327005647
2385,801588.4327005647
2390,801588.4327005647
2395,801588.4327005647
2400,801588.4327005647
2405,801588.4327005647
2410,727037.370092562
2415,686488.4397890652
2420,645941.6350936705
2425,605391.6022069977
2430,564841.6945384748
2435,524296.4994077411
2440,483741.4646925992
2445,443197.77389315236
2450,443197.77389315236
2455,443197.77389315236
2460,443197.77389315236
2465,443197.77389315236
2470,443197.77389315236
2475,443197.77389315236
2480,443197.77389315236
2485,443197.77389315236
2490,443197.77389315236
2495,443197.77389315236
2500,443197.77389315236
2505,412000.4738296358
2510,384666.8231926028
2515,357353.222170724
2520,330039.47107485175
2525,302715.0827091475
2530,275400.7632636461
2535,248064.3327377024
2540,220753.79110190127
2545,220753.79110190127
2550,220753.79110190127
2555,220753.79110190127
2560,220753.79110190127
2565,220753.79110190127
2570,220753.79110190127
2575,220753.79110190127
2580,220753.79110190127
2585,220753.79110190127
2590,220753.79110190127
2595,220753.79110190127
2600,220753.79110190127
2605,220753.79110190127
2610,220753.79110190127
2615,220753.79110190127
2620,220753.79110190127
2625,220753.79110190127
2630,220753.79110190127
2635,220753.79110190127
2640,220753.79110190127
2645,220753.79110190127
2650,220753.79110190127
2655,220753.79110190127
2660,220753.79110190127
2665,220753.79110190127
2670,220753.79110190127
2675,220753.79110190127
2680,220753.79110190127
2685,220753.79110190127
2690,220753.79110190127
2695,220753.79110190127
2700,220753.79110190127
2705,220753.79110190127
2710,220753.79110190127
2715,220753.79110190127
2720,220753.79110190127
2725,220753.79110190127
2730,220753.79110190127
2735,220753.79110190127
2740,220753.79110190127
2745,220753.79110190127
2750,220753.79110190127
2755,220753.79110190127
2760,220753.79110190127
2765,220753.79110190127
2770,220753.79110190127
2775,220753.79110190127
